datetime,id_time,n_flows,n_packets,traffic_volume,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
2023-10-31 03:00:00+00:00,531,819819,31309719,70.8163,182512,6.17,32.02,538089,18.18,371.35,536425,18.12,357.35,0.78,0.77,0.47,0.47,16.12,141.47
2023-10-31 04:00:00+00:00,532,839593,33607150,74.9455,190120,5.86,29.5,533145,16.42,352.95,551964,17.0,345.56,0.79,0.77,0.49,0.47,17.43,134.73
2023-10-31 05:00:00+00:00,533,874698,39789736,87.1114,226186,5.42,24.96,513417,12.31,286.01,602148,14.44,286.87,0.81,0.8,0.5,0.46,20.29,126.97
2023-10-31 06:00:00+00:00,534,1027542,71266231,159.326,314616,5.03,20.06,544488,8.71,217.1,722810,11.57,218.64,0.84,0.83,0.5,0.45,24.74,122.24
2023-10-31 07:00:00+00:00,535,1130743,75618464,162.4223,365852,5.0,18.33,602712,8.23,196.53,792513,10.82,194.74,0.84,0.83,0.5,0.44,26.55,124.43
2023-10-31 08:00:00+00:00,536,1246212,104659319,234.3422,405942,4.92,17.73,626004,7.59,180.53,849418,10.3,178.82,0.85,0.84,0.5,0.44,29.18,121.64
2023-10-31 09:00:00+00:00,537,1184376,95234372,208.48,395734,4.83,17.58,609113,7.43,178.18,820449,10.01,178.55,0.84,0.83,0.51,0.45,29.18,120.56
2023-10-31 10:00:00+00:00,538,1253703,96912446,212.1005,419348,5.01,18.63,638464,7.62,185.6,873146,10.43,188.17,0.85,0.84,0.5,0.45,29.49,122.43
2023-10-31 11:00:00+00:00,539,1232173,94728689,206.952,414809,4.94,18.02,624462,7.44,182.0,852891,10.16,181.57,0.85,0.84,0.5,0.45,28.38,122.61
2023-10-31 12:00:00+00:00,540,1294942,99559401,215.1226,426621,5.03,18.66,653839,7.71,195.32,903113,10.65,196.85,0.85,0.83,0.51,0.45,29.36,121.25
2023-10-31 13:00:00+00:00,541,1306316,112359635,247.2822,420989,5.22,19.31,669928,8.31,212.74,905013,11.22,215.06,0.84,0.83,0.5,0.45,27.61,121.8
2023-10-31 14:00:00+00:00,542,1302675,100571157,224.8267,393344,5.38,20.54,685112,9.36,228.34,863563,11.8,228.87,0.84,0.83,0.5,0.45,26.35,125.25
2023-10-31 15:00:00+00:00,543,1243357,96855962,217.702,361762,5.54,21.87,693301,10.62,247.81,820799,12.57,243.46,0.83,0.82,0.49,0.44,24.61,126.12
2023-10-31 16:00:00+00:00,544,1260525,101666696,234.8867,343812,6.02,24.64,715461,12.52,294.21,828873,14.51,292.71,0.82,0.81,0.48,0.44,23.74,127.32
2023-10-31 17:00:00+00:00,545,1191194,93221878,202.8864,312845,6.17,26.29,699806,13.8,312.65,775102,15.29,311.95,0.81,0.8,0.48,0.44,23.19,131.62
2023-10-31 18:00:00+00:00,546,1100334,92623238,207.4526,270766,6.31,28.06,647870,15.1,333.44,713165,16.62,340.79,0.8,0.79,0.48,0.44,23.61,130.89
2023-10-31 19:00:00+00:00,547,1067998,78531944,174.3799,256848,6.17,27.35,633661,15.21,335.02,683168,16.4,323.41,0.8,0.79,0.48,0.45,23.98,129.81
2023-10-31 20:00:00+00:00,548,1048852,87344525,193.6251,248846,6.15,27.48,617839,15.26,326.9,664668,16.42,309.05,0.79,0.78,0.49,0.45,23.36,129.43
2023-10-31 21:00:00+00:00,549,975608,57065418,127.364,218595,5.93,27.68,611301,16.6,332.13,595561,16.17,299.13,0.79,0.78,0.49,0.46,22.2,130.34
2023-10-31 22:00:00+00:00,550,983381,53909195,119.1021,208332,6.0,28.79,631339,18.17,351.24,579566,16.68,307.16,0.79,0.78,0.48,0.46,20.56,134.24
2023-10-31 23:00:00+00:00,551,896720,51750234,118.8622,193592,6.17,30.14,587496,18.71,350.87,550733,17.54,311.75,0.79,0.77,0.48,0.47,18.09,137.75
2023-11-01 00:00:00+00:00,552,758585,23811207,48.6301,168125,5.7,29.55,488409,16.55,328.73,498928,16.9,304.29,0.77,0.76,0.49,0.49,17.83,133.43
2023-11-01 01:00:00+00:00,553,762602,26306176,59.313,167950,5.85,30.46,498383,17.35,336.05,513694,17.88,325.31,0.79,0.77,0.49,0.48,17.36,138.65
2023-11-01 02:00:00+00:00,554,718507,26388863,62.0399,156493,5.66,30.72,475756,17.21,341.8,478198,17.3,326.99,0.77,0.76,0.5,0.5,17.38,135.79
2023-11-01 03:00:00+00:00,555,795205,32482191,80.6843,168651,5.82,31.39,513057,17.71,373.87,534005,18.44,372.32,0.77,0.76,0.49,0.48,17.09,132.72
2023-11-01 04:00:00+00:00,556,762580,30334335,68.4721,166563,5.44,28.36,488991,15.96,346.79,515002,16.81,350.94,0.78,0.78,0.51,0.49,18.57,128.95
2023-11-01 05:00:00+00:00,557,833769,36966236,77.0176,217801,5.29,23.98,499758,12.13,281.42,584434,14.18,283.82,0.81,0.8,0.5,0.46,20.2,124.95
2023-11-01 06:00:00+00:00,558,999240,72735874,150.025,300515,4.81,19.52,541968,8.68,214.98,709866,11.37,220.12,0.83,0.82,0.51,0.45,25.86,118.36
2023-11-01 07:00:00+00:00,559,1105324,81909035,171.5882,360952,4.9,18.43,594040,8.07,192.13,792510,10.76,191.29,0.84,0.83,0.5,0.45,26.55,122.74
2023-11-01 08:00:00+00:00,560,1143881,83216792,179.7329,378674,4.72,17.22,575895,7.18,184.68,809496,10.09,188.33,0.85,0.83,0.51,0.45,29.2,121.18
2023-11-01 09:00:00+00:00,561,1115375,81813204,182.8803,368693,4.65,17.04,572759,7.22,182.02,780205,9.84,186.74,0.84,0.83,0.51,0.45,28.91,121.82
2023-11-01 10:00:00+00:00,562,1363177,109005963,228.3889,432656,5.16,18.22,677385,8.08,202.16,921694,11.0,202.83,0.85,0.84,0.5,0.44,28.41,123.92
2023-11-01 11:00:00+00:00,563,1312977,99724948,223.8489,429461,5.12,18.04,673560,8.04,194.05,900741,10.75,196.27,0.85,0.83,0.5,0.44,27.74,123.86
2023-11-01 12:00:00+00:00,564,1396188,121518526,273.2467,452882,5.31,18.03,736142,8.63,205.84,960990,11.26,206.55,0.85,0.83,0.5,0.44,27.74,124.91
2023-11-01 13:00:00+00:00,565,1363265,95455749,209.0981,422152,5.31,19.55,709248,8.92,219.9,939414,11.81,226.54,0.84,0.83,0.5,0.44,26.8,122.78
2023-11-01 14:00:00+00:00,566,1346244,94537227,204.5498,397336,5.5,20.8,707380,9.8,240.37,903805,12.52,247.29,0.84,0.82,0.49,0.44,26.08,124.64
2023-11-01 15:00:00+00:00,567,1276292,107227038,244.9311,370784,5.74,21.98,702982,10.88,258.52,845191,13.08,262.39,0.82,0.81,0.48,0.44,23.06,129.46
2023-11-01 16:00:00+00:00,568,1259241,87555174,191.0639,330262,5.83,24.21,731008,12.91,297.13,807695,14.27,298.62,0.82,0.8,0.49,0.44,23.24,127.21
2023-11-01 17:00:00+00:00,569,1123398,88645850,200.9251,282185,5.82,26.07,673468,13.9,312.84,738772,15.25,316.7,0.81,0.79,0.49,0.45,23.2,125.39
2023-11-01 18:00:00+00:00,570,1072364,87769473,192.7754,245371,5.94,26.88,664465,16.08,332.43,675661,16.35,321.21,0.79,0.78,0.49,0.45,23.86,126.07
2023-11-01 19:00:00+00:00,571,1020726,88178701,198.5544,244546,6.05,26.84,631655,15.62,327.56,664358,16.43,321.12,0.79,0.78,0.48,0.44,23.94,128.13
2023-11-01 20:00:00+00:00,572,957730,81480913,176.4956,234931,6.01,27.28,592512,15.15,310.36,628983,16.08,297.99,0.78,0.77,0.49,0.45,23.53,128.47
2023-11-01 21:00:00+00:00,573,919370,73066762,172.0753,218336,6.02,28.89,566513,15.61,323.13,610066,16.81,310.47,0.78,0.77,0.49,0.46,22.65,127.25
2023-11-01 22:00:00+00:00,574,891066,46251667,104.4355,199512,6.05,30.28,557601,16.9,335.62,577757,17.51,316.36,0.78,0.77,0.49,0.46,20.89,128.9
2023-11-01 23:00:00+00:00,575,860458,31289552,68.9154,190268,6.15,30.24,554625,17.94,352.78,518495,16.77,317.29,0.78,0.77,0.48,0.46,17.63,136.74
2023-11-02 00:00:00+00:00,576,842224,31446648,69.8528,176993,5.98,30.33,546470,18.46,359.05,485055,16.39,316.9,0.78,0.77,0.48,0.47,17.71,136.07
2023-11-02 01:00:00+00:00,577,824676,29733972,69.4164,175435,6.02,30.74,539731,18.52,359.05,480485,16.49,318.02,0.78,0.76,0.48,0.47,16.86,138.99
2023-11-02 02:00:00+00:00,578,790717,20164203,41.6548,169476,5.96,31.25,517923,18.2,368.5,465936,16.38,329.91,0.77,0.76,0.48,0.48,16.56,135.62
2023-11-02 03:00:00+00:00,579,819477,39956504,102.3568,172871,5.9,30.75,532028,18.14,375.21,484248,16.51,348.09,0.77,0.76,0.48,0.48,17.01,132.83
2023-11-02 04:00:00+00:00,580,858442,30900485,64.3531,189007,5.83,29.5,536878,16.57,362.51,519364,16.03,347.99,0.79,0.78,0.49,0.47,17.93,131.98
2023-11-02 05:00:00+00:00,581,786378,36508973,78.6008,204849,5.11,23.89,469991,11.71,273.19,512042,12.76,265.06,0.8,0.79,0.5,0.46,20.47,124.47
2023-11-02 06:00:00+00:00,582,974322,68925248,154.9683,294170,4.95,19.65,530635,8.93,225.16,652063,10.97,221.09,0.83,0.82,0.5,0.45,24.63,121.91
2023-11-02 07:00:00+00:00,583,1052620,70569151,146.833,332408,4.78,17.93,566463,8.15,201.01,705734,10.16,194.5,0.84,0.83,0.51,0.45,26.86,121.51
2023-11-02 08:00:00+00:00,584,1203162,101865404,206.481,375695,4.8,17.27,650513,8.32,227.42,766035,9.8,175.19,0.84,0.83,0.5,0.45,29.0,121.06
2023-11-02 09:00:00+00:00,585,1185939,93007486,199.7209,378393,4.88,18.07,649631,8.38,212.92,766345,9.88,180.84,0.84,0.83,0.5,0.45,28.73,123.15
2023-11-02 10:00:00+00:00,586,1196325,110225082,239.3556,387006,5.0,18.15,605771,7.83,183.32,766219,9.9,176.79,0.84,0.83,0.5,0.45,28.59,124.53
2023-11-02 11:00:00+00:00,587,1114070,83810661,182.0991,360001,4.84,18.06,528705,7.12,193.41,750671,10.1,206.42,0.84,0.83,0.52,0.47,29.65,122.22
2023-11-02 12:00:00+00:00,588,1221062,76655967,164.7158,358540,4.92,20.8,645198,8.85,255.36,775494,10.64,224.23,0.84,0.82,0.52,0.47,31.07,121.39
2023-11-02 13:00:00+00:00,589,1153775,91559938,199.1777,352213,5.12,19.81,566029,8.23,229.2,760893,11.07,246.08,0.83,0.82,0.52,0.47,28.93,122.06
2023-11-02 14:00:00+00:00,590,1111079,82367215,178.7484,328404,5.32,20.98,586148,9.49,251.64,723447,11.71,267.97,0.83,0.82,0.51,0.47,26.43,126.15
2023-11-02 15:00:00+00:00,591,1052530,80805581,185.5025,301989,5.49,22.68,557500,10.13,272.79,694299,12.61,299.31,0.82,0.81,0.51,0.47,25.27,124.82
2023-11-02 16:00:00+00:00,592,1003107,71909836,158.9888,275625,5.75,24.41,545708,11.38,292.96,657153,13.7,322.61,0.81,0.8,0.5,0.47,24.44,127.73
2023-11-02 17:00:00+00:00,593,903082,68001007,150.6518,236967,5.73,25.37,505209,12.22,315.52,594307,14.37,352.26,0.8,0.79,0.5,0.47,24.03,129.41
2023-11-02 18:00:00+00:00,594,879671,62996251,138.3866,210721,5.9,26.94,508442,14.23,350.33,558784,15.63,386.16,0.79,0.78,0.51,0.48,23.81,128.71
2023-11-02 19:00:00+00:00,595,751764,64501572,145.5444,192709,5.68,27.16,431826,12.73,319.11,501512,14.78,350.85,0.78,0.77,0.51,0.49,24.47,127.11
2023-11-02 20:00:00+00:00,596,732506,52635293,115.2413,189316,5.64,25.78,432767,12.9,298.58,473323,14.11,314.89,0.78,0.77,0.51,0.48,23.14,129.31
2023-11-02 21:00:00+00:00,597,682872,45517021,101.3257,173761,5.56,27.03,398247,12.74,296.45,447554,14.32,315.3,0.78,0.77,0.51,0.49,22.49,129.23
2023-11-02 22:00:00+00:00,598,653834,39524623,82.5883,167138,5.67,28.14,376038,12.76,290.97,428331,14.53,307.7,0.77,0.76,0.51,0.49,20.78,131.6
2023-11-02 23:00:00+00:00,599,600502,24309701,51.5835,154637,5.65,29.53,349421,12.77,297.83,407552,14.89,312.85,0.77,0.76,0.51,0.5,19.4,132.53
2023-11-03 00:00:00+00:00,600,633303,22824146,48.2764,152517,5.67,30.15,365085,13.58,311.52,416962,15.51,328.85,0.77,0.76,0.51,0.51,18.53,133.59
2023-11-03 01:00:00+00:00,601,608414,18160810,38.2584,146362,5.6,30.62,363877,13.92,321.31,408977,15.65,344.59,0.77,0.76,0.51,0.51,17.88,136.69
2023-11-03 02:00:00+00:00,602,562640,18333795,39.87,137967,5.5,30.7,337669,13.46,322.61,386861,15.43,346.78,0.76,0.76,0.51,0.52,18.44,136.9
2023-11-03 03:00:00+00:00,603,589994,21568184,49.3777,139553,5.49,30.7,353789,13.93,344.77,401178,15.79,372.17,0.76,0.75,0.51,0.51,18.13,136.02
2023-11-03 04:00:00+00:00,604,578763,22854041,54.0379,142837,5.31,28.57,340521,12.65,326.87,404300,15.02,356.39,0.76,0.76,0.52,0.51,19.14,130.86
2023-11-03 05:00:00+00:00,605,647698,38458907,84.6639,170675,5.06,25.45,355895,10.56,295.07,459313,13.63,327.58,0.78,0.78,0.52,0.49,21.66,123.76
2023-11-03 06:00:00+00:00,606,826072,61884349,145.0256,236396,5.08,22.16,420767,9.03,248.2,571685,12.27,273.64,0.82,0.81,0.52,0.48,25.44,122.53
2023-11-03 07:00:00+00:00,607,945015,67620635,145.225,282280,5.12,20.53,473918,8.59,238.92,652512,11.83,261.18,0.83,0.83,0.51,0.47,27.3,124.83
2023-11-03 08:00:00+00:00,608,1072305,105973448,226.6356,315829,5.24,23.73,548087,9.09,246.04,731272,12.12,262.2,0.83,0.82,0.51,0.47,28.77,125.83
2023-11-03 09:00:00+00:00,609,1023612,69554673,146.0559,288411,5.01,19.97,546115,9.49,234.65,692466,12.03,242.49,0.83,0.82,0.52,0.48,29.54,125.51
2023-11-03 10:00:00+00:00,610,1054084,73620396,154.3108,299357,5.33,20.48,571922,10.18,250.87,710613,12.65,260.03,0.83,0.82,0.51,0.47,28.49,132.09
2023-11-03 11:00:00+00:00,611,1061277,69049287,152.8795,301660,5.52,21.05,573770,10.5,254.07,717635,13.13,262.63,0.83,0.82,0.5,0.47,27.67,135.63
2023-11-03 12:00:00+00:00,612,1118441,88532710,203.6883,293265,5.73,22.16,602355,11.77,282.78,729662,14.25,297.94,0.83,0.82,0.5,0.46,26.96,136.85
2023-11-03 13:00:00+00:00,613,1103102,69041464,144.9581,290832,6.2,23.56,628480,13.4,299.26,714640,15.23,307.92,0.83,0.81,0.49,0.46,23.51,142.26
2023-11-03 14:00:00+00:00,614,1069485,61418151,125.3513,250699,6.22,25.67,610089,15.13,339.9,671064,16.65,355.59,0.81,0.8,0.48,0.46,22.14,141.36
2023-11-03 15:00:00+00:00,615,986124,56218859,118.4327,214763,6.0,27.48,563099,15.74,369.81,627344,17.53,389.12,0.8,0.79,0.5,0.47,22.3,134.43
2023-11-03 16:00:00+00:00,616,929102,48500321,103.8682,192173,5.91,27.91,540263,16.62,381.9,582050,17.91,399.12,0.79,0.78,0.5,0.48,22.17,135.0
2023-11-03 17:00:00+00:00,617,932614,51619274,111.3572,193369,6.09,28.85,563403,17.74,398.64,589122,18.55,412.81,0.78,0.77,0.49,0.47,21.12,136.43
2023-11-03 18:00:00+00:00,618,927893,63284442,133.4799,191975,6.37,29.57,564503,18.72,409.2,587246,19.47,429.92,0.79,0.78,0.48,0.46,20.34,141.98
2023-11-03 19:00:00+00:00,619,916877,54158333,118.0277,191666,6.48,29.49,569209,19.24,392.88,564591,19.08,391.41,0.78,0.77,0.48,0.47,19.68,142.75
2023-11-03 20:00:00+00:00,620,877597,58857082,125.5942,185213,6.32,29.12,539096,18.4,389.68,589370,20.12,404.55,0.77,0.76,0.48,0.47,19.52,140.71
2023-11-03 21:00:00+00:00,621,873249,74658615,174.9287,174554,6.25,29.37,557673,19.95,401.58,563334,20.15,393.42,0.78,0.77,0.48,0.46,19.06,142.22
2023-11-03 22:00:00+00:00,622,895295,57083023,138.4872,171435,6.38,31.09,580105,21.6,405.71,556953,20.74,385.42,0.77,0.76,0.48,0.47,17.93,141.5
2023-11-03 23:00:00+00:00,623,844405,63268177,150.9029,169278,6.46,31.48,532668,20.34,398.24,567199,21.66,406.26,0.78,0.77,0.47,0.47,16.45,145.23
2023-11-04 00:00:00+00:00,624,792579,33436107,88.0359,159103,6.41,31.52,509101,20.5,394.79,543809,21.9,396.93,0.78,0.77,0.46,0.47,15.49,147.41
2023-11-04 01:00:00+00:00,625,677940,20838180,43.358,137715,5.92,30.68,449320,19.31,362.5,478785,20.57,367.09,0.77,0.76,0.48,0.49,15.36,146.27
2023-11-04 02:00:00+00:00,626,652135,14327119,29.0626,132677,5.81,30.75,439764,19.27,355.25,462262,20.26,360.96,0.77,0.76,0.48,0.49,15.36,148.78
2023-11-04 03:00:00+00:00,627,668628,15141296,32.6991,134019,5.87,31.06,446753,19.58,372.02,474429,20.79,381.81,0.77,0.76,0.48,0.49,14.85,148.26
2023-11-04 04:00:00+00:00,628,667638,22267107,54.6852,126546,5.49,31.1,441858,19.17,387.76,475832,20.65,403.14,0.75,0.75,0.51,0.51,16.14,139.79
2023-11-04 05:00:00+00:00,629,678796,18348225,37.4724,129191,5.4,29.77,445595,18.61,378.43,482359,20.15,396.17,0.75,0.75,0.52,0.51,17.47,133.57
2023-11-04 06:00:00+00:00,630,608465,22742727,51.7321,117583,4.98,28.32,395859,16.77,371.96,440222,18.64,396.9,0.75,0.74,0.54,0.53,19.7,124.97
2023-11-04 07:00:00+00:00,631,632118,36471411,76.0371,132969,5.17,27.56,407419,15.83,348.87,459596,17.86,367.51,0.76,0.75,0.53,0.52,19.97,127.62
2023-11-04 08:00:00+00:00,632,660932,32378380,70.3611,143435,5.21,26.77,415629,15.09,336.97,470722,17.09,352.29,0.77,0.77,0.53,0.51,20.97,128.32
2023-11-04 09:00:00+00:00,633,668370,33368422,72.5936,146835,5.26,26.39,410263,14.69,323.21,466423,16.7,336.67,0.77,0.76,0.52,0.5,21.47,128.55
2023-11-04 10:00:00+00:00,634,709641,33898281,72.2155,154437,5.28,26.27,428093,14.65,324.86,493829,16.9,343.81,0.78,0.77,0.52,0.5,21.71,128.01
2023-11-04 11:00:00+00:00,635,742998,40207472,91.4975,155051,5.28,27.07,442001,15.05,344.72,508026,17.3,365.46,0.78,0.77,0.52,0.5,22.43,126.65
2023-11-04 12:00:00+00:00,636,870531,43449515,95.2654,178476,5.7,28.28,506607,16.18,369.86,583765,18.64,400.81,0.79,0.78,0.51,0.49,22.02,129.0
2023-11-04 13:00:00+00:00,637,968502,49801333,108.5769,189488,5.9,28.99,560488,17.44,387.21,635126,19.77,428.31,0.79,0.78,0.5,0.48,21.44,130.08
2023-11-04 14:00:00+00:00,638,994198,51140356,111.2007,193602,6.05,29.58,564826,17.66,394.81,637585,19.93,432.53,0.78,0.77,0.5,0.47,21.04,131.37
2023-11-04 15:00:00+00:00,639,993417,50219561,105.7276,186748,6.06,30.29,582463,18.91,418.27,639329,20.75,445.51,0.78,0.77,0.5,0.48,21.45,131.13
2023-11-04 16:00:00+00:00,640,960836,48056188,104.3634,186106,6.15,30.71,566888,18.75,423.05,640133,21.17,460.4,0.78,0.77,0.5,0.48,21.32,133.08
2023-11-04 17:00:00+00:00,641,980303,47910382,102.653,188591,6.24,31.18,597636,19.79,431.5,650096,21.52,463.25,0.78,0.77,0.5,0.48,21.71,131.35
2023-11-04 18:00:00+00:00,642,950489,54178332,114.3676,191246,6.29,30.39,578525,19.04,414.95,646372,21.27,447.76,0.77,0.76,0.49,0.47,21.4,135.24
2023-11-04 19:00:00+00:00,643,880883,51270163,111.3394,173560,5.94,30.62,535603,18.32,407.04,601436,20.57,432.93,0.77,0.76,0.51,0.48,22.44,129.98
2023-11-04 20:00:00+00:00,644,944056,59504498,131.8909,186636,6.26,30.14,576427,19.34,407.27,632931,21.23,427.37,0.77,0.76,0.49,0.47,21.42,134.44
2023-11-04 21:00:00+00:00,645,925649,47502541,101.2371,180429,6.18,30.39,567367,19.43,398.93,620715,21.26,415.21,0.77,0.76,0.49,0.48,21.33,131.35
2023-11-04 22:00:00+00:00,646,884384,37537099,74.4144,169196,6.03,30.97,540212,19.26,388.74,598049,21.32,400.12,0.76,0.76,0.5,0.49,20.38,130.35
2023-11-04 23:00:00+00:00,647,794145,29615277,65.8499,155185,6.02,31.67,493086,19.12,386.14,549724,21.31,395.02,0.76,0.75,0.5,0.49,18.34,135.12
2023-11-05 00:00:00+00:00,648,774103,21431172,46.3343,148222,5.91,31.96,482778,19.24,395.53,527850,21.03,400.26,0.75,0.75,0.5,0.5,17.41,136.6
2023-11-05 01:00:00+00:00,649,821597,23828486,50.7359,152748,6.02,32.6,520832,20.52,406.52,559996,22.07,415.59,0.76,0.75,0.5,0.5,16.96,135.03
2023-11-05 02:00:00+00:00,650,802557,15978177,32.3819,147749,5.94,32.22,510595,20.54,412.59,551773,22.2,422.29,0.76,0.76,0.49,0.5,16.34,138.38
2023-11-05 03:00:00+00:00,651,778026,17016883,34.7288,141419,5.77,32.5,494245,20.15,415.82,540148,22.03,430.48,0.75,0.74,0.5,0.5,16.78,133.53
2023-11-05 04:00:00+00:00,652,819277,20952323,39.589,143416,5.8,32.99,517570,20.94,435.17,563026,22.78,461.19,0.76,0.75,0.5,0.5,16.75,133.94
2023-11-05 05:00:00+00:00,653,867037,19802727,40.1704,149458,5.86,32.56,543234,21.31,456.23,590700,23.18,488.18,0.75,0.74,0.5,0.5,17.23,130.85
2023-11-05 06:00:00+00:00,654,889984,23355858,47.5421,154984,5.93,32.36,547300,20.96,463.26,606336,23.22,500.38,0.76,0.75,0.5,0.49,18.22,130.92
2023-11-05 07:00:00+00:00,655,905176,31150326,56.1264,165490,5.98,31.02,553347,20.01,450.02,616939,22.3,492.39,0.77,0.76,0.5,0.48,18.86,133.47
2023-11-05 08:00:00+00:00,656,970729,44645629,97.6764,178212,5.97,29.88,576349,19.3,447.26,655388,21.95,491.44,0.77,0.76,0.5,0.48,20.44,128.33
2023-11-05 09:00:00+00:00,657,1032138,45571561,96.7092,185088,5.93,29.52,590532,18.93,426.63,651528,20.88,457.28,0.77,0.77,0.5,0.48,21.83,126.62
2023-11-05 10:00:00+00:00,658,1026281,53965862,116.0862,191878,6.0,29.1,584792,18.3,407.76,651292,20.38,436.7,0.78,0.77,0.51,0.48,21.36,128.0
2023-11-05 11:00:00+00:00,659,986751,61116188,132.3808,187643,5.91,29.77,574774,18.11,421.52,655613,20.66,457.75,0.78,0.77,0.5,0.48,22.65,126.83
2023-11-05 12:00:00+00:00,660,1046664,52602337,113.6438,194461,5.99,28.96,597645,18.41,420.64,663163,20.43,451.72,0.78,0.77,0.5,0.48,22.52,126.27
2023-11-05 13:00:00+00:00,661,1084706,63186996,138.8195,203209,6.08,29.07,621766,18.6,408.7,674718,20.19,434.42,0.78,0.77,0.5,0.47,22.68,128.2
2023-11-05 14:00:00+00:00,662,1116838,62200954,141.0696,202714,6.09,28.7,652034,19.58,425.66,670291,20.13,433.99,0.78,0.77,0.5,0.47,22.62,129.16
2023-11-05 15:00:00+00:00,663,1136545,70969686,159.3319,196581,6.12,29.89,670866,20.9,447.18,672100,20.94,461.27,0.77,0.76,0.5,0.48,21.88,129.0
2023-11-05 16:00:00+00:00,664,1120038,68698012,148.4756,206179,6.32,29.31,683833,20.97,431.53,675934,20.73,434.48,0.77,0.76,0.49,0.47,21.66,133.12
2023-11-05 17:00:00+00:00,665,1038418,71503694,152.012,197663,6.02,29.56,617241,18.79,429.7,674409,20.53,458.07,0.77,0.76,0.5,0.48,23.06,127.54
2023-11-05 18:00:00+00:00,666,1027857,74974327,161.9074,208743,6.16,29.72,594877,17.57,395.4,679229,20.06,420.95,0.77,0.76,0.5,0.46,22.97,130.99
2023-11-05 19:00:00+00:00,667,1016057,75748778,170.457,204386,6.0,29.38,600912,17.65,391.82,672919,19.76,408.67,0.76,0.75,0.51,0.48,24.35,125.58
2023-11-05 20:00:00+00:00,668,1105708,73011501,152.6478,212170,6.14,29.1,632401,18.31,405.57,707363,20.48,420.3,0.76,0.75,0.5,0.47,23.95,125.05
2023-11-05 21:00:00+00:00,669,1047179,59917944,127.4731,202944,6.14,29.26,599036,18.11,405.25,679779,20.55,413.73,0.77,0.75,0.49,0.46,21.7,130.22
2023-11-05 22:00:00+00:00,670,1037142,54028826,120.6992,185912,6.05,31.06,608986,19.83,416.26,646580,21.06,408.55,0.76,0.75,0.49,0.48,19.98,131.23
2023-11-05 23:00:00+00:00,671,1037097,44962955,104.5111,175345,6.18,32.3,647926,22.85,464.36,617806,21.78,422.73,0.75,0.74,0.49,0.48,17.97,135.46
2023-11-06 00:00:00+00:00,672,969850,25537189,52.2146,163300,5.96,32.8,598879,21.84,449.64,613852,22.39,443.88,0.75,0.74,0.49,0.48,17.11,133.77
2023-11-06 01:00:00+00:00,673,938665,30644540,68.6347,168771,6.1,32.6,577625,20.87,437.34,627765,22.68,441.45,0.75,0.73,0.48,0.48,15.86,135.97
2023-11-06 02:00:00+00:00,674,906174,18937737,36.9658,170531,6.2,32.59,576666,20.98,430.29,626938,22.81,434.87,0.76,0.75,0.46,0.46,14.98,141.59
2023-11-06 03:00:00+00:00,675,899693,17755286,34.9698,176071,6.33,32.35,569178,20.48,424.08,629971,22.67,435.93,0.76,0.75,0.46,0.45,14.35,143.06
2023-11-06 04:00:00+00:00,676,905575,26960400,56.6642,178056,5.94,30.88,549135,18.32,408.09,633286,21.13,426.05,0.77,0.76,0.48,0.45,16.51,136.16
2023-11-06 05:00:00+00:00,677,915752,49350403,108.9426,208350,5.37,24.92,511799,13.18,320.7,649204,16.72,333.67,0.79,0.78,0.49,0.44,19.53,125.86
2023-11-06 06:00:00+00:00,678,1057658,80787234,174.6151,288675,5.13,20.62,542641,9.65,249.2,752239,13.37,255.94,0.82,0.81,0.49,0.44,23.87,122.35
2023-11-06 07:00:00+00:00,679,1178495,87258411,193.4735,346389,5.09,19.07,589726,8.66,223.03,830862,12.2,227.16,0.84,0.83,0.49,0.43,25.99,122.84
2023-11-06 08:00:00+00:00,680,1159927,94116957,213.3766,361971,4.73,17.76,584486,7.65,196.73,828617,10.84,200.73,0.84,0.83,0.5,0.45,29.6,120.93
2023-11-06 09:00:00+00:00,681,1219194,100327453,224.6644,375846,4.81,17.96,627545,8.03,201.89,854300,10.93,201.59,0.84,0.83,0.5,0.44,28.73,121.76
2023-11-06 10:00:00+00:00,682,1238781,87656527,191.0509,388336,4.89,18.33,619456,7.8,200.7,879593,11.08,205.21,0.84,0.83,0.5,0.44,28.97,121.98
2023-11-06 11:00:00+00:00,683,1187144,95236739,205.95,376153,4.81,18.22,594775,7.61,191.7,842926,10.78,194.98,0.84,0.83,0.5,0.45,29.01,122.66
2023-11-06 12:00:00+00:00,684,1198427,102950269,221.7217,394517,5.09,18.49,619053,7.98,195.36,863594,11.13,198.59,0.84,0.83,0.49,0.44,28.01,129.95
2023-11-06 13:00:00+00:00,685,1252721,85751540,181.6373,414507,5.65,19.15,664007,9.05,212.96,893314,12.18,218.72,0.84,0.83,0.48,0.43,23.63,139.34
2023-11-06 14:00:00+00:00,686,1199764,99351025,212.1762,383750,5.66,20.22,656865,9.7,226.99,850109,12.55,233.11,0.84,0.82,0.47,0.43,22.94,140.36
